Material Tag,Ke,?p,?pc,?ult,My,My_neg,Mc/My,Mres,Ls,Lc,Lk,La,Cs,Cc,Ck,Ca,D+,D-
1,98250,0.05,0.1,0.1,786,786,1.2,0,5,5,5,5,1,1,1,1,1,1
2,92125,0.05,0.1,0.1,737,737,1.2,0,5,5,5,5,1,1,1,1,1,1
3,86000,0.05,0.1,0.1,688,688,1.2,0,5,5,5,5,1,1,1,1,1,1
4,79875,0.05,0.1,0.1,639,639,1.2,0,5,5,5,5,1,1,1,1,1,1
5,73750,0.05,0.1,0.1,590,590,1.2,0,5,5,5,5,1,1,1,1,1,1
6,38375,0.05,0.1,0.1,307,307,1.2,0,5,5,5,5,1,1,1,1,1,1
