Material Tag,Ke,?p,?pc,?ult,My,My_neg,Mc/My,Mres,Ls,Lc,Lk,La,Cs,Cc,Ck,Ca,D+,D-
1,142250,0.05,0.1,0.1,1138,1138,1.2,0,5,5,5,5,1,1,1,1,1,1
2,131500,0.05,0.1,0.1,1052,1052,1.2,0,5,5,5,5,1,1,1,1,1,1
3,120750,0.05,0.1,0.1,966,966,1.2,0,5,5,5,5,1,1,1,1,1,1
4,110000,0.05,0.1,0.1,880,880,1.2,0,5,5,5,5,1,1,1,1,1,1
5,99250,0.05,0.1,0.1,794,794,1.2,0,5,5,5,5,1,1,1,1,1,1
6,43250,0.05,0.1,0.1,346,346,1.2,0,5,5,5,5,1,1,1,1,1,1
