Material Tag,Ke,?p,?pc,?ult,My,My_neg,Mc/My,Mres,Ls,Lc,Lk,La,Cs,Cc,Ck,Ca,D+,D-
1,56792.8,0.05,0.1,0.1,454,454,1.2,0,5,5,5,5,1,1,1,1,1,1
2,51735.85,0.05,0.1,0.1,414,414,1.2,0,5,5,5,5,1,1,1,1,1,1
3,46678.9,0.05,0.1,0.1,373,373,1.2,0,5,5,5,5,1,1,1,1,1,1
4,41621.95,0.05,0.1,0.1,333,333,1.2,0,5,5,5,5,1,1,1,1,1,1
5,36565,0.05,0.1,0.1,293,293,1.2,0,5,5,5,5,1,1,1,1,1,1
6,47250,0.05,0.1,0.1,378,378,1.2,0,5,5,5,5,1,1,1,1,1,1
