Material Tag,Ke,?p,?pc,?ult,My,My_neg,Mc/My,Mres,Ls,Lc,Lk,La,Cs,Cc,Ck,Ca,D+,D-
1,56792.8,0.05,0.1,0.1,454.3424,454.3424,1.2,0,5,5,5,5,1,1,1,1,1,1
2,51735.85,0.05,0.1,0.1,413.8868,413.8868,1.2,0,5,5,5,5,1,1,1,1,1,1
3,46678.9,0.05,0.1,0.1,373.4312,373.4312,1.2,0,5,5,5,5,1,1,1,1,1,1
4,41621.95,0.05,0.1,0.1,332.9756,332.9756,1.2,0,5,5,5,5,1,1,1,1,1,1
5,36565,0.05,0.1,0.1,292.52,292.52,1.2,0,5,5,5,5,1,1,1,1,1,1
6,19375,0.05,0.1,0.1,155,155,1.2,0,5,5,5,5,1,1,1,1,1,1
